id,lemma,translation,transliteration,ipa,pos,category,examples,frequency,definition,audio,inflections
166,gjellëtari,cuisine,,,Noun,,_____@,,,,
167,kulturë,culture,,/kulˈtuɾə/,Noun,f,_____@,,culture,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'kulturë', 'kultura', 'kultura', 'kulturat', 'kallëzore', 'kulturë', 'kultura', 'kulturën', 'kulturat', 'gjinore', 'i', 'e', 'të', 'së', 'kulture', 'kulturave', 'kulturës', 'kulturavet', 'dhanore', 'kulture', 'kulturave', 'kulturës', 'kulturavet', 'rrjedhore', 'kulture', 'kulturash', 'kulturës', 'kulturavet']~
168,filxhan,cup,,/fildʒan/,Noun,m,Tomi më ofroi një filxhan kafe.@Tom offered me a cup of coffee.,,cupSynonym: kupë,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'filxhan', 'filxhanë', 'filxhani', 'filxhanët', 'kallëzore', 'filxhan', 'filxhanë', 'filxhanin', 'filxhanët', 'gjinore', 'i', 'e', 'të', 'së', 'filxhani', 'filxhanëve', 'filxhanit', 'filxhanëvet', 'dhanore', 'filxhani', 'filxhanëve', 'filxhanit', 'filxhanëvet', 'rrjedhore', 'filxhani', 'filxhanësh', 'filxhanit', 'filxhanëvet']~
169,prerje,cut,,,Verb,,_____@,,,,
170,vallëzoj,dance,,,Verb,,_____@,,I dance,,
171,i rrezikshëm,dangerous,,,Adjective,,Unë mendova nqs nuk do të shkoj me të nuk do ta dij asnjëherë nqs ai është apo jo i rrezikshëm.@I thought if I don’t go with him I’ll never know if he's dangerous or not.,,,,
172,i errët,dark,,,Adjective,,_____@,,,,
173,hurmë,date,,,Noun,,_____@,,,,
174,bijë,daughter,,/bijə/,Noun,f,~Ajo mund të mos jetë bijë e mirë, por të paktën është njeri i mirë.@She may not be a good daughter, but at least she is a good person.~,,daughter,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'bijë', 'bija', 'bija', 'bijat', 'kallëzore', 'bijë', 'bija', 'bijën', 'bijat', 'gjinore', 'i', 'e', 'të', 'së', 'bije', 'bijave', 'bijës', 'bijavet', 'dhanore', 'bije', 'bijave', 'bijës', 'bijavet', 'rrjedhore', 'bije', 'bijash', 'bijës', 'bijavet']~
175,ditë,day,,,Noun,f,Ata e vazhduan eksperimentin ditë e natë.@They continued the experiment day and night.,,day,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'ditë', 'ditë', 'dita', 'ditët', 'kallëzore', 'ditë', 'ditë', 'ditën', 'ditët', 'gjinore', 'i', 'e', 'të', 'së', 'dite', 'ditëve', 'ditës', 'ditëvet', 'dhanore', 'dite', 'ditëve', 'ditës', 'ditëvet', 'rrjedhore', 'dite', 'ditësh', 'ditës', 'ditëvet']~
176,vdekur,dead,,/vdɛ.kuɾ/,Adjective,,~Ivy Bean, perodoruesi me i vjeter i Facebook dhe Twitter , vdekur 104 vjec.@Ivy Bean, the oldest user of both Facebook and Twitter, died at 104.~,,IPA(key): /vdɛ.kuɾ/,,
177,vdekje,death,,/ˈvdɛkjɛ/,Noun,f,_____@,,death,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'vdekje', 'vdekje', 'vdekja', 'vdekjet', 'kallëzore', 'vdekje', 'vdekje', 'vdekjen', 'vdekjet', 'gjinore', 'i', 'e', 'të', 'së', 'vdekjeje', 'vdekjeve', 'vdekjes', 'vdekjeve', 'dhanore', 'vdekjeje', 'vdekjeve', 'vdekjes', 'vdekjeve', 'rrjedhore', 'vdekjeje', 'vdekjesh', 'vdekjes', 'vdekjeve']~
178,dhjetor,December,,,Proper noun,m,_____@,,December,,
179,ul,decrease,,,Verb,,_____@,,I sit down; put (someone/something) on a seat (or on the ground)Ulem.I'm sitting down (I'm taking a seat). (mediopassive),,~['ulur', 'duke ulur', 'për të ulur', 'ul', 'ul', 'ul', 'ulim', 'ulni', 'ulin', 'ulja', 'ulje', 'ule', 'ulnim', 'ulnit', 'ulnin', 'ula', 'ule', 'uli', 'ulëm', 'ulët', 'ulën', 'kam ulur', 'ke ulur', 'ka ulur', 'kemi ulur', 'keni ulur', 'kanë ulur', 'kisha ulur', 'kishe ulur', 'kishte ulur', 'kishim ulur', 'kishit ulur', 'kishin ulur', 'pata ulur', 'pate ulur', 'pati ulur', 'patëm ulur', 'patët ulur', 'patën ulur', 'do të ul', 'do të ulësh', 'do të ulë', 'do të ulim', 'do të ulni', 'do të ulin', 'do të kem ulur', 'do të kesh ulur', 'do të ketë ulur', 'do të kemi ulur', 'do të keni ulur', 'do të kenë ulur', 'të ul', 'të ulësh', 'të ulë', 'të ulim', 'të ulni', 'të ulin', 'të ulja', 'të ulje', 'të ule', 'të ulnim', 'të ulnit', 'të ulnin', 'të kem ulur', 'të kesh ulur', 'të ketë ulur', 'të kemi ulur', 'të keni ulur', 'të kenë ulur', 'të kisha ulur', 'të kishe ulur', 'të kishte ulur', 'të kishim ulur', 'të kishit ulur', 'të kishin ulur', 'do të ulja', 'do të ulje', 'do të ule', 'do të ulnim', 'do të ulnit', 'do të ulnin', 'do të kisha ulur', 'do të kishe ulur', 'do të kishte ulur', 'do të kishim ulur', 'do të kishit ulur', 'do të kishin ulur', 'ulsha', 'ulsh', 'ultë', 'ulshim', 'ulshi', 'ulshin', 'paça ulur', 'paç ulur', 'pastë ulur', 'paçim ulur', 'paçit ulur', 'paçin ulur', 'ulkam', 'ulke', 'ulka', 'ulkemi', 'ulkeni', 'ulkan', 'ulkësha', 'ulkëshe', 'ulkësh (ulkej)', 'ulkëshim', 'ulkëshit', 'ulkëshin', 'paskam ulur', 'paske ulur', 'paska ulur', 'paskemi ulur', 'paskeni ulur', 'paskan ulur', 'paskësha ulur', 'paskëshe ulur', 'paskësh ulur', 'paskëshim ulur', 'paskëshit ulur', 'paskëshin ulur', '—', 'ul', '—', '—', 'ulni', '—']~
180,gradë,degree,,,Noun,,_____@,,,,
181,shijshëm,delicious,,,Adjective,m,_____@,,tasty; delicious; palatable,,
182,ëmbëlsirë,dessert,,,Noun,,_____@,,,,
183,diamant,diamond,,,Noun,,_____@,,,,
184,vdes,die,,/vdɛs/,Verb,m,~Të pasurit kanë nevojë për mua, të varfërit kanë shumë nga unë dhe në qoftë se unë e ha atë do të vdes. Kush jam unë?@The rich need me, the poor have lots of me, and if I eat it I will die. What am I?~,,I die (used only for humans and bees),,~['vdekur', 'duke vdekur', 'për të vdekur', 'vdes', 'vdes', 'vdes', 'vdesim', 'vdesni', 'vdesin', 'vdisja', 'vdisje', 'vdiste', 'vdisnim', 'vdisnit', 'vdisnin', 'vdiqa', 'vdiqe', 'vdiqi', 'vdiqëm', 'vdiqët', 'vdiqën', 'kam vdekur', 'ke vdekur', 'ka vdekur', 'kemi vdekur', 'keni vdekur', 'kanë vdekur', 'kisha vdekur', 'kishe vdekur', 'kishte vdekur', 'kishim vdekur', 'kishit vdekur', 'kishin vdekur', 'pata vdekur', 'pate vdekur', 'pati vdekur', 'patëm vdekur', 'patët vdekur', 'patën vdekur', 'do të vdes', 'do të vdësh', 'do të vdesë', 'do të vdesim', 'do të vdesni', 'do të vdesën', 'do të kem vdekur', 'do të kesh vdekur', 'do të ketë vdekur', 'do të kemi vdekur', 'do të keni vdekur', 'do të kenë vdekur', 'të vdes', 'të vdësh', 'të vdesë', 'të vdesim', 'të vdesni', 'të vdesën', 'të vdisja', 'të vdisje', 'të vdiste', 'të vdisnim', 'të vdisnit', 'të vdisnin', 'të kem vdekur', 'të kesh vdekur', 'të ketë vdekur', 'të kemi vdekur', 'të keni vdekur', 'të kenë vdekur', 'të kisha vdekur', 'të kishe vdekur', 'të kishte vdekur', 'të kishim vdekur', 'të kishit vdekur', 'të kishin vdekur', 'do të vdisja', 'do të vdisje', 'do të vdiste', 'do të vdisnim', 'do të vdisnit', 'do të vdisnin', 'do të kisha vdekur', 'do të kishe vdekur', 'do të kishte vdekur', 'do të kishim vdekur', 'do të kishit vdekur', 'do të kishin vdekur', 'vdeksha', 'vdeksh', 'vdekt', 'vdekshim', 'vdekshi', 'vdekshin', 'paça vdekur', 'paç vdekur', 'pastë vdekur', 'paçim vdekur', 'paçit vdekur', 'paçin vdekur', 'vdekëkam', 'vdekëke', 'vdekëka', 'vdekekëmi', 'vdekekëni', 'vdekekan', 'vdekëkësha', 'vdekëkëshe', 'vdekëkësh', 'vdekëkëshim', 'vdekëkëshit', 'vdekëkëshin', 'paskam vdekur', 'paske vdekur', 'paska vdekur', 'paskemi vdekur', 'paskeni vdekur', 'paskan vdekur', 'paskësha vdekur', 'paskëshe vdekur', 'paskësh vdekur', 'paskëshim vdekur', 'paskëshit vdekur', 'paskëshin vdekur', '—', 'vdis', '—', '—', 'vdisni', '—']~
185,i ndryshëm,different,,,Adjective,,Mendova se Tomi ishte i ndryshëm.@I thought Tom was different.,,,,
186,vështirë,difficult,,/vəʃˈtiɹə/,Adjective,m,Suksesi jot është rezultat i punës tënde të vështirë.@Your success is the result of your hard work.,,difficult,,
187,darkë,dinner,,,Noun,f,~Kur u ktheva në shtëpi, ai po gatuante darkë.@When I came home, he was cooking dinner.~,,supper; dinner (evening meal),,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'darkë', 'darka', 'darka', 'darkat', 'kallëzore', 'darkë', 'darka', 'darkën', 'darkat', 'gjinore', 'i', 'e', 'të', 'së', 'darke', 'darkave', 'darkës', 'darkavet', 'dhanore', 'darke', 'darkave', 'darkës', 'darkavet', 'rrjedhore', 'darke', 'darkash', 'darkës', 'darkavet']~
188,drejtim,direction,,,Noun,m,_____@,,direction,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'drejtim', 'drejtime', 'drejtimi', 'drejtimet', 'kallëzore', 'drejtim', 'drejtime', 'drejtimin', 'drejtimet', 'gjinore', 'i', 'e', 'të', 'së', 'drejtimi', 'drejtimeve', 'drejtimit', 'drejtimevet', 'dhanore', 'drejtimi', 'drejtimeve', 'drejtimit', 'drejtimevet', 'rrjedhore', 'drejtimi', 'drejtimesh', 'drejtimit', 'drejtimevet']~
189,i poshtër,dirt,,,Noun,,_____@,,,,
190,ndyrë,dirty,,,Adjective,,_____@,,,,
191,sëmundje,disease,,[səˈmundjɛ],Noun,f,_____@,,disease; illness; sickness,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'sëmundje', 'sëmundje', 'sëmundja', 'sëmundjet', 'kallëzore', 'sëmundje', 'sëmundje', 'sëmundjen', 'sëmundjet', 'gjinore', 'i', 'e', 'të', 'së', 'sëmundjeje', 'sëmundjeve', 'sëmundjes', 'sëmundjeve', 'dhanore', 'sëmundjeje', 'sëmundjeve', 'sëmundjes', 'sëmundjeve', 'rrjedhore', 'sëmundjeje', 'sëmundjesh', 'sëmundjes', 'sëmundjeve']~
192,pjatalarëse,dishwasher,,,Noun,,_____@,,,,
193,bëj,do,,/bəj/,Verb,,Bëj kujdes me mënyren që ju përdorni fjalën "larg" kur përshkruani distanca. Ju mund ta përdorni në pyetje ose në fjalitë negative.@Be careful with the way that you use the word "far" when describing distances. You can use it in questions or in negative sentences.,,I do; make,,~['bërë', 'duke bërë', 'për të bërë', 'bëj', 'bën', 'bën', 'bëjmë', 'bëni', 'bëjnë', 'bëja', 'bëje', 'bënte', 'bënim', 'bënit', 'bënin', 'bëra', 'bëre', 'bëri', 'bëmë', 'bëtë', 'bënë', 'kam bërë', 'ke bërë', 'ka bërë', 'kemi bërë', 'keni bërë', 'kanë bërë', 'kisha bërë', 'kishe bërë', 'kishte bërë', 'kishim bërë', 'kishit bërë', 'kishin bërë', 'pata bërë', 'pate bërë', 'pati bërë', 'patëm bërë', 'patët bërë', 'patën bërë', 'do të bëj', 'do të bësh', 'do të bëjë', 'do të bëjmë', 'do të bëni', 'do të bëjnë', 'do të kem bërë', 'do të kesh bërë', 'do të ketë bërë', 'do të kemi bërë', 'do të keni bërë', 'do të kenë bërë', 'të bëj', 'të bësh', 'të bëjë', 'të bëjmë', 'të bëni', 'të bëjnë', 'të bëja', 'të bëje', 'të bënte', 'të bënim', 'të bënit', 'të bënin', 'të kem bërë', 'të kesh bërë', 'të ketë bërë', 'të kemi bërë', 'të keni bërë', 'të kenë bërë', 'të kisha bërë', 'të kishe bërë', 'të kishte bërë', 'të kishim bërë', 'të kishit bërë', 'të kishin bërë', 'do të bëja', 'do të bëje', 'do të bënte', 'do të bënim', 'do të bënit', 'do të bënin', 'do të kisha bërë', 'do të kishe bërë', 'do të kishte bërë', 'do të kishim bërë', 'do të kishit bërë', 'do të kishin bërë', 'bëfsha', 'bëfsh', 'bëftë', 'bëfshim', 'bëfshit', 'bëfshin', 'paça bërë', 'paç bërë', 'pastë bërë', 'paçim bërë', 'paçit bërë', 'paçin bërë', 'bëkam', 'bëke', 'bëka', 'bëkemi', 'bëkeni', 'bëkan', 'bëkësha', 'bëkëshe', 'bëkësh', 'bëkëshim', 'bëkëshit', 'bëkëshin', 'paskam bërë', 'paske bërë', 'paska bërë', 'paskemi bërë', 'paskeni bërë', 'paskan bërë', 'paskësha bërë', 'paskëshe bërë', 'paskësh bërë', 'paskëshim bërë', 'paskëshit bërë', 'paskëshin bërë', '—', 'bëj', '—', '—', 'bëni', '—']~
194,mjek,doctor,,/mjɛk/,Noun,m,Unë nuk jam mjek.@I'm not a doctor.,,doctor; medic,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'mjek', 'mjekë', 'mjeku', 'mjekët', 'kallëzore', 'mjek', 'mjekë', 'mjekun', 'mjekët', 'gjinore', 'i', 'e', 'të', 'së', 'mjeku', 'mjekëve', 'mjekut', 'mjekëvet', 'dhanore', 'mjeku', 'mjekëve', 'mjekut', 'mjekëvet', 'rrjedhore', 'mjeku', 'mjekësh', 'mjekut', 'mjekëvet']~
195,dokument,document,,,Noun,,_____@,,,,
196,qen,dog,,/cɕɛn/,Noun,m,~Nje qen vrapon pas nje mace, dhe nje mace pas nje mini.@A dog runs after a cat, and the cat after a mouse.~,,(zoology) dogSynonym: zagar,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'qen', 'qen', 'qeni', 'qentë', 'kallëzore', 'qen', 'qen', 'qenin', 'qentë', 'gjinore', 'i', 'e', 'të', 'së', 'qeni', 'qenve', 'qenit', 'qenvet', 'dhanore', 'qeni', 'qenve', 'qenit', 'qenvet', 'rrjedhore', 'qeni', 'qensh', 'qenit', 'qenvet']~
197,derë,door,,[dɛːɾ],Noun,f,_____@,,door,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'derë', 'dyer', 'dera', 'dyert', 'kallëzore', 'derë', 'dyer', 'derën', 'dyert', 'gjinore', 'i', 'e', 'të', 'së', 'dere', 'dyerve', 'derës', 'dyervet', 'dhanore', 'dere', 'dyerve', 'derës', 'dyervet', 'rrjedhore', 'dere', 'dyersh', 'derës', 'dyervet']~
198,pikë,dot,,,Noun,f,_____@,,drop; droplet (small sphere of liquid: raindrops; dew; tears; sweat; oil; blood)Deri në pikën e fundit të gjakut.Till to the last drop of blood.,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'pikë', 'pika', 'pika', 'pikat', 'kallëzore', 'pikë', 'pika', 'pikën', 'pikat', 'gjinore', 'i', 'e', 'të', 'së', 'pike', 'pikave', 'pikës', 'pikavet', 'dhanore', 'pike', 'pikave', 'pikës', 'pikavet', 'rrjedhore', 'pike', 'pikash', 'pikës', 'pikavet']~
199,ëndërr,dream,,[ˈəndər],Noun,f,_____@,,dream,https://upload.wikimedia.org/wikipedia/commons/3/30/Sq-xk-%C3%ABnd%C3%ABrr.ogg,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'ëndërr', 'ëndrra', 'ëndrra', 'ëndrrat', 'kallëzore', 'ëndërr', 'ëndrra', 'ëndrrën', 'ëndrrat', 'gjinore', 'i', 'e', 'të', 'së', 'ëndrre', 'ëndrrave', 'ëndrrës', 'ëndrrave', 'dhanore', 'ëndrre', 'ëndrrave', 'ëndrrës', 'ëndrrave', 'rrjedhore', 'ëndrre', 'ëndrrash', 'ëndrrës', 'ëndrrave']~
200,fustan,dress,,,Noun,m,_____@,,dress (item of clothing worn by a woman),,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'fustan', 'fustane', 'fustani', 'fustanet', 'kallëzore', 'fustan', 'fustane', 'fustanin', 'fustanet', 'gjinore', 'i', 'e', 'të', 'së', 'fustani', 'fustaneve', 'fustanit', 'fustanevet', 'dhanore', 'fustani', 'fustaneve', 'fustanit', 'fustanevet', 'rrjedhore', 'fustani', 'fustanesh', 'fustanit', 'fustanevet']~
201,pi,drink,,[pi],Verb,f,Sa filxhane kafe pi ti në ditë?@How many cups of coffee do you drink a day?,,(Standard; Tosk) pi (first-person singular past tense piva; participle pirë),,~['pirë', 'duke pirë', 'për të pirë', 'pij', 'pin', 'pin', 'pijmë', 'pini', 'pijnë', 'pija', 'pije', 'pinte', 'pinim', 'pinit', 'pinin', 'piva', 'pive', 'piu', 'pimë', 'pitë', 'pinë', 'kam pirë', 'ke pirë', 'ka pirë', 'kemi pirë', 'keni pirë', 'kanë pirë', 'kisha pirë', 'kishe pirë', 'kishte pirë', 'kishim pirë', 'kishit pirë', 'kishin pirë', 'pata pirë', 'pate pirë', 'pati pirë', 'patëm pirë', 'patët pirë', 'patën pirë', 'do të pij', 'do të pish', 'do të pijë', 'do të pijmë', 'do të pini', 'do të pijnë', 'do të kem pirë', 'do të kesh pirë', 'do të ketë pirë', 'do të kemi pirë', 'do të keni pirë', 'do të kenë pirë', 'të pij', 'të pish', 'të pijë', 'të pijmë', 'të pini', 'të pijnë', 'të pija', 'të pije', 'të pinte', 'të pinim', 'të pinit', 'të pinin', 'të kem pirë', 'të kesh pirë', 'të ketë pirë', 'të kemi pirë', 'të keni pirë', 'të kenë pirë', 'të kisha pirë', 'të kishe pirë', 'të kishte pirë', 'të kishim pirë', 'të kishit pirë', 'të kishin pirë', 'do të pija', 'do të pije', 'do të pinte', 'do të pinim', 'do të pinit', 'do të pinin', 'do të kisha pirë', 'do të kishe pirë', 'do të kishte pirë', 'do të kishim pirë', 'do të kishit pirë', 'do të kishin pirë', 'pifsha', 'pifsh', 'piftë', 'pifshim', 'pifshit', 'pifshin', 'paça pirë', 'paç pirë', 'pastë pirë', 'paçim pirë', 'paçit pirë', 'paçin pirë', 'pikam', 'pike', 'pika', 'pikemi', 'pikeni', 'pikan', 'pikësha', 'pikëshe', 'pikësh', 'pikëshim', 'pikëshit', 'pikëshin', 'paskam pirë', 'paske pirë', 'paska pirë', 'paskemi pirë', 'paskeni pirë', 'paskan pirë', 'paskësha pirë', 'paskëshe pirë', 'paskësh pirë', 'paskëshim pirë', 'paskëshit pirë', 'paskëshin pirë', '—', 'pi', '—', '—', 'pini', '—']~
202,vozis,drive,,,Verb,,_____@,,,,
203,i thatë,dry,,,Adjective,,_____@,,,,
204,pluhur,dust,,,Noun,m,_____@,,dust; powder,,
205,çdo,each,,/ʒdo/,Determiner,,Unë hyj në Tatoeba çdo javë.@I log into Tatoeba weekly.,,each; everyÇdo gjë që ka bërë Perëndia tregon dashurinë e tij.Everything that God has done shows his love.,,
206,vesh,ear,,,Noun,m,Supozova që do ta merrja vesh herët a vonë.@I supposed that I would hear about it sooner or later.,,ear,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'vesh', 'veshë', 'veshi', 'veshët', 'kallëzore', 'vesh', 'veshë', 'veshin', 'veshët', 'gjinore', 'i', 'e', 'të', 'së', 'veshi', 'veshëve', 'veshit', 'veshëvet', 'dhanore', 'veshi', 'veshëve', 'veshit', 'veshëvet', 'rrjedhore', 'veshi', 'veshësh', 'veshit', 'veshëvet']~
207,i hershëm,early,,,Adjective,,_____@,,,,
208,vathë,earring,,,Noun,m,_____@,,(sheep) fold; pen; cote (fenced area; in which the small cattle is herded together for the night),,
209,Toka,Earth,,,Proper noun,,_____@,,,,
210,lindje,east,,/liˈndjɛ/,Noun,f,_____@,,birth,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'lindje', 'lindje', 'lindja', 'lindjet', 'kallëzore', 'lindje', 'lindje', 'lindjen', 'lindjet', 'gjinore', 'i', 'e', 'të', 'së', 'lindjeje', 'lindjeve', 'lindjes', 'lindjeve', 'dhanore', 'lindjeje', 'lindjeve', 'lindjes', 'lindjeve', 'rrjedhore', 'lindjeje', 'lindjesh', 'lindjes', 'lindjeve']~
211,lehtë,easy,,,Adjective,m,E kam bërë jetën tënde shumë më të lehtë.@I made your life a whole lot easier.,,lightweight,,
212,ha,eat,,/ha/,Verb,,Millie po ha bukë.@Millie is eating bread.,,I eat2018 December 19;  Helfen aus Dank;  “i Samuelit 28:25”; in  Bibël‎[1]; BookRix; →ISBN; page 450:I vuri këto ushqime Saulit dhe shërbëtorëve të tij; dhe ata i hëngrën; pastaj u ngritën dhe u nisën po atë natë.And she gave them to Saul and his servants; and they ate (them). They got up and departed that same night.,,~['ngrënë', 'duke ngrënë', 'për të ngrënë', 'ha', 'ha', 'ha', 'hamë', 'hani', 'hanë', 'haja', 'haje', 'hante', 'hanim', 'hanit', 'hanin', 'hëngra', 'hëngre', 'hëngri', 'hëngrëm', 'hëngrët', 'hëngrën', 'kam ngrënë', 'ke ngrënë', 'ka ngrënë', 'kemi ngrënë', 'keni ngrënë', 'kanë ngrënë', 'kisha ngrënë', 'kishe ngrënë', 'kishte ngrënë', 'kishim ngrënë', 'kishit ngrënë', 'kishin ngrënë', 'pata ngrënë', 'pate ngrënë', 'pati ngrënë', 'patëm ngrënë', 'patët ngrënë', 'patën ngrënë', 'do të ha', 'do të hash', 'do të haje', 'do të hamë', 'do të hani', 'do të hanë', 'do të kem ngrënë', 'do të kesh ngrënë', 'do të ketë ngrënë', 'do të kemi ngrënë', 'do të keni ngrënë', 'do të kenë ngrënë', 'të ha', 'të hash', 'të haje', 'të hamë', 'të hani', 'të hanë', 'të haja', 'të haje', 'të hante', 'të hanim', 'të hanit', 'të hanin', 'të kem ngrënë', 'të kesh ngrënë', 'të ketë ngrënë', 'të kemi ngrënë', 'të keni ngrënë', 'të kenë ngrënë', 'të kisha ngrënë', 'të kishe ngrënë', 'të kishte ngrënë', 'të kishim ngrënë', 'të kishit ngrënë', 'të kishin ngrënë', 'do të haja', 'do të haje', 'do të hante', 'do të hanim', 'do të hanit', 'do të hanin', 'do të kisha ngrënë', 'do të kishe ngrënë', 'do të kishte ngrënë', 'do të kishim ngrënë', 'do të kishit ngrënë', 'do të kishin ngrënë', 'ngrënça', 'ngrënç', 'ngrëntë', 'ngrënçim', 'ngrënçit', 'ngrënçin', 'paça ngrënë', 'paç ngrënë', 'pastë ngrënë', 'paçim ngrënë', 'paçit ngrënë', 'paçin ngrënë', 'ngrënkam', 'ngrënke', 'ngrënka', 'ngrënkemi', 'ngrënkeni', 'ngrënkan', 'ngrënkësha', 'ngrënkëshe', 'ngrënkësh', 'ngrënkëshim', 'ngrënkëshit', 'ngrënkëshin', 'paskam ngrënë', 'paske ngrënë', 'paska ngrënë', 'paskemi ngrënë', 'paskeni ngrënë', 'paskan ngrënë', 'paskësha ngrënë', 'paskëshe ngrënë', 'paskësh ngrënë', 'paskëshim ngrënë', 'paskëshit ngrënë', 'paskëshin ngrënë', '—', 'ha', '—', '—', 'hani', '—']~
213,,eat breakfast,,,Verb,,_____@,,,,
214,,eat dinner,,,Verb,,_____@,,,,
215,,eat lunch,,,Verb,,_____@,,,,
216,ekonomi,economy,,,Noun,f,_____@,,economy,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'ekonomi', 'ekonomi', 'ekonomia', 'ekonomitë', 'kallëzore', 'ekonomi', 'ekonomi', 'ekonominë', 'ekonomitë', 'gjinore', 'i', 'e', 'të', 'së', 'ekonomie', 'ekonomive', 'ekonomisë', 'ekonomive', 'dhanore', 'ekonomie', 'ekonomive', 'ekonomisë', 'ekonomive', 'rrjedhore', 'ekonomie', 'ekonomish', 'ekonomisë', 'ekonomive']~
217,buzë,edge,,/buzə/,Noun,f,_____@,,(anatomy) lipSynonyms: grykë; pipëz,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'buzë', 'buzë', 'buza', 'buzët', 'kallëzore', 'buzë', 'buzë', 'buzën', 'buzët', 'gjinore', 'i', 'e', 'të', 'së', 'buze', 'buzëve', 'buzës', 'buzëvet', 'dhanore', 'buze', 'buzëve', 'buzës', 'buzëvet', 'rrjedhore', 'buze', 'buzësh', 'buzës', 'buzëvet']~
218,vezë,egg,,,Noun,f,_____@,,eggSynonym: ve,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'vezë', 'vezë', 'veza', 'vezët', 'kallëzore', 'vezë', 'vezë', 'vezën', 'vezët', 'gjinore', 'i', 'e', 'të', 'së', 'veze', 'vezëve', 'vezës', 'vezëvet', 'dhanore', 'veze', 'vezëve', 'vezës', 'vezëvet', 'rrjedhore', 'veze', 'vezësh', 'vezës', 'vezëvet']~
219,zgjedhje,election,,/zˈɟɛðjɛ/,Noun,f,_____@,,choice; selection,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'zgjedhje', 'zgjedhje', 'zgjedhja', 'zgjedhjet', 'kallëzore', 'zgjedhje', 'zgjedhje', 'zgjedhjen', 'zgjedhjet', 'gjinore', 'i', 'e', 'të', 'së', 'zgjedhjeje', 'zgjedhjeve', 'zgjedhjes', 'zgjedhjeve', 'dhanore', 'zgjedhjeje', 'zgjedhjeve', 'zgjedhjes', 'zgjedhjeve', 'rrjedhore', 'zgjedhjeje', 'zgjedhjesh', 'zgjedhjes', 'zgjedhjeve']~
220,ashensor,elevator,,,Noun,,_____@,,,,
221,bosh,empty,,,Adjective,,_____@,,empty (devoid of content),,
222,fund,end,,[fund],Noun,m,Faleminderit qe me keni shpjeguar me ne fund pse njerzit me marrin mua per nje idiot.@Thanks for having explained to me at last why people take me for an idiot.,,end,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'fund', 'funde', 'fundi', 'fundet', 'kallëzore', 'fund', 'funde', 'fundin', 'fundet', 'gjinore', 'i', 'e', 'të', 'së', 'fundi', 'fundeve', 'fundit', 'fundevet', 'dhanore', 'fundi', 'fundeve', 'fundit', 'fundevet', 'rrjedhore', 'fundi', 'fundesh', 'fundit', 'fundevet']~
